Deal Number,FE Price,FE Margin,F&I (BE) Margin,Grand Total Mrgn,After Tax Price ,Delivery Date
11788,"8,424.00","2,034.04","1,178.25","3,212.29","10,587.03",10/23/2021 12:00:00.000 
11736,"8,084.00",360.09,213.25,573.34,"8,733.19",10/23/2021 12:00:00.000 
11782,"7,436.99","1,544.40",878.25,"2,422.65","8,833.01",10/22/2021 12:00:00.000 
11785,"8,049.00","1,743.31","1,278.25","3,021.56","10,186.34",10/22/2021 12:00:00.000 
11772,"19,579.00","3,073.14","1,712.00","4,785.14","21,717.00",10/22/2021 12:00:00.000 
11781,"2,959.00",396.26,188.00,584.26,"3,147.00",10/22/2021 12:00:00.000 
11779,"2,598.95","1,518.21",213.25,"1,731.46","2,959.07",10/21/2021 12:00:00.000 
11775,"35,858.27","3,386.24","2,027.25","5,413.49","40,161.16",10/16/2021 12:00:00.000 
11776,"6,784.00","1,644.40",213.25,"1,857.65","7,364.68",10/16/2021 12:00:00.000 
11774,"8,784.00","1,441.31",213.25,"1,654.56","9,666.56",10/16/2021 12:00:00.000 
11777,"8,074.00","1,975.31","1,153.00","3,128.31","10,323.29",10/16/2021 12:00:00.000 
11778,"7,959.00","1,860.31",213.25,"2,073.56","8,866.37",10/16/2021 12:00:00.000 
11773,"8,585.00","2,195.04",213.25,"2,408.29","8,798.25",10/15/2021 12:00:00.000 
11771,"2,879.00",462.50,213.25,675.75,"3,253.88",10/14/2021 12:00:00.000 
11738,"26,634.35","4,070.92",213.25,"4,284.17","27,625.45",10/13/2021 12:00:00.000 
11770,"6,659.00","1,498.84",213.25,"1,712.09","7,070.81",10/13/2021 12:00:00.000 
11769,"24,712.00","5,167.24",188.00,"5,355.24","24,900.00",10/13/2021 12:00:00.000 
11762,"12,562.35","1,703.93",188.00,"1,891.93","12,750.35",10/12/2021 12:00:00.000 
11763,"5,061.90",572.83,213.25,786.08,"5,722.44",10/12/2021 12:00:00.000 
11766,"2,984.00",567.50,188.00,755.50,"3,172.00",10/12/2021 12:00:00.000 
11765,"9,299.00",790.00,213.25,"1,003.25","10,012.21",10/09/2021 12:00:00.000 
11764,"36,211.95","6,642.78",213.25,"6,856.03","36,425.20",10/09/2021 12:00:00.000 
11759,"6,199.00",300.00,213.25,513.25,"6,597.47",10/08/2021 12:00:00.000 
11750,"7,889.00","1,790.31",213.25,"2,003.56","8,336.48",10/08/2021 12:00:00.000 
11758,"33,125.87","3,040.12","1,152.25","4,192.37","35,329.12",10/07/2021 12:00:00.000 
11756,"7,304.00","1,142.58",188.00,"1,330.58","7,492.00",10/05/2021 12:00:00.000 
11751,"23,201.80","3,280.02","1,787.25","5,067.27","27,144.86",10/02/2021 12:00:00.000 
11753,"13,553.58",-145.20,213.25,68.05,"14,491.01",10/02/2021 12:00:00.000 
11754,"10,069.00","1,575.04",213.25,"1,788.29","11,130.50",10/02/2021 12:00:00.000 
Sales Deal: 1188 records,,,,,,
,,FE Margin,F&I (BE) Margin,Grand Total Mrgn,,
Sales Deal Grand Totals,,"1,565,276.0","882,811.25","2,448,087.30",,
